act,hidden_dim,sparse_normalization,dropout_ratio,pos_uk_num,neg_uk_num,pos_kk_num,neg_kk_num,kernel_method,temperature_tau_u,temperature_tau_k,learning_rate,weight_decay,batch_size,test_batch_size,early_stop,num_epochs,patience,anneal_cap,total_anneal_steps,use_default_hp,hp_contrastive_u,weighted_recon,NDCG,RMSE,best_epoch
tanh,100,False,0.0,20,2,2,100,BK,1,1,0.001,1e-05,800,800,True,5000,50,0.3,0,False,0.001,0.5,"[0.1013, 0.0023]","[0.2115, 0]",830.0
tanh,150,False,0.2,20,2,2,100,BK,1,1,0.01,1e-05,800,800,True,5000,50,0.3,0,False,0.01,0.5,"[0.0068, 0.0005]","[96.1418, 0]",50.0
tanh,100,False,0.0,20,2,2,100,BK,1,1,0.001,1e-05,800,800,True,5000,50,0.3,0,False,0.5,0.5,"[0.0782, 0.002]","[0.3075, 0]",50.0
tanh,100,False,0.0,20,2,2,100,BK,1,1,0.001,1e-05,800,800,True,5000,50,0.3,0,False,0.01,0.5,"[0.0942, 0.0023]","[0.2189, 0]",350.0
tanh,100,False,0.0,20,2,2,100,BK,1,1,0.001,0.0001,800,800,True,5000,50,0.3,0,False,0.1,0.5,"[0.0844, 0.0021]","[0.2415, 0]",190.0
tanh,100,False,0.0,20,2,2,100,BK,1,1,0.001,0.0001,800,800,True,5000,50,0.3,0,False,1.0,0.5,"[0.0767, 0.0021]","[0.3246, 0]",60.0
tanh,100,False,0.0,20,2,2,100,BK,1,1,0.001,0.0001,800,800,True,5000,50,0.3,0,False,0.001,0.5,"[0.0948, 0.0023]","[0.2088, 0]",330.0
tanh,100,False,0.0,20,2,2,100,BK,1,1,0.001,0.0001,800,800,True,5000,50,0.3,0,False,10.0,0.5,"[0.0683, 0.0019]","[0.3529, 0]",90.0
tanh,100,False,0.0,20,2,2,100,BK,1,1,0.001,0.0001,800,800,True,5000,50,0.3,0,False,0.5,0.5,"[0.0779, 0.0021]","[0.2997, 0]",60.0
tanh,100,False,0.0,20,2,2,100,BK,1,1,0.001,0.0001,800,800,True,5000,50,0.3,0,False,0.01,0.5,"[0.0938, 0.0023]","[0.2184, 0]",400.0
tanh,100,False,0.0,20,2,2,100,BK,1,1,0.001,0.0,800,800,True,5000,50,0.3,0,False,0.1,0.5,"[0.0852, 0.0022]","[0.2462, 0]",170.0
tanh,100,False,0.0,20,2,2,100,BK,1,1,0.001,0.0,800,800,True,5000,50,0.3,0,False,1.0,0.5,"[0.0751, 0.002]","[0.3247, 0]",60.0
tanh,100,False,0.0,20,2,2,100,BK,1,1,0.001,0.0,800,800,True,5000,50,0.3,0,False,0.001,0.5,"[0.0984, 0.0023]","[0.21, 0]",590.0
tanh,100,False,0.0,20,2,2,100,BK,1,1,0.001,0.0,800,800,True,5000,50,0.3,0,False,10.0,0.5,"[0.0675, 0.0019]","[0.3855, 0]",50.0
tanh,150,False,0.2,20,2,2,100,BK,1,1,0.01,0.0001,800,800,True,5000,50,0.3,0,False,1.0,0.5,"[0.0022, 0.0003]","[nan, 0]",50.0
tanh,100,False,0.0,20,2,2,100,BK,1,1,0.001,0.0,800,800,True,5000,50,0.3,0,False,0.01,0.5,"[0.0971, 0.0023]","[0.22, 0]",630.0
tanh,100,False,0.0,20,2,2,100,BK,1,1,0.0001,1e-05,800,800,True,5000,50,0.3,0,False,0.1,0.5,"[0.0854, 0.0022]","[0.2347, 0]",1080.0
tanh,100,False,0.0,20,2,2,100,BK,1,1,0.0001,1e-05,800,800,True,5000,50,0.3,0,False,1.0,0.5,"[0.0824, 0.0022]","[0.3774, 0]",240.0
tanh,100,False,0.0,20,2,2,100,BK,1,1,0.0001,1e-05,800,800,True,5000,50,0.3,0,False,0.001,0.5,"[0.0762, 0.0021]","[0.3521, 0]",150.0
tanh,100,False,0.0,20,2,2,100,BK,1,1,0.0001,1e-05,800,800,True,5000,50,0.3,0,False,10.0,0.5,"[0.0748, 0.0021]","[0.414, 0]",250.0
tanh,100,False,0.0,20,2,2,100,BK,1,1,1e-05,1e-05,800,800,True,5000,50,0.3,0,False,0.1,0.5,"[0.0387, 0.0014]","[0.215, 0]",120.0
tanh,100,False,0.4,20,2,2,100,BK,1,1,0.01,0.0001,800,800,True,5000,50,0.3,0,False,0.5,0.5,"[0.0022, 0.0003]","[nan, 0]",50.0
tanh,100,False,0.4,20,2,2,100,BK,1,1,0.01,0.0,800,800,True,5000,50,0.3,0,False,10.0,0.5,"[0.0022, 0.0003]","[nan, 0]",50.0
tanh,100,False,0.0,20,2,2,100,BK,1,1,1e-05,0.0001,800,800,True,5000,50,0.3,0,False,0.01,0.5,"[0.0317, 0.0012]","[0.262, 0]",140.0
tanh,100,False,0.4,20,2,2,100,BK,1,1,0.01,0.0,800,800,True,5000,50,0.3,0,False,0.001,0.5,"[0.0132, 0.0008]","[38.0268, 0]",50.0
tanh,100,False,0.4,20,2,2,100,BK,1,1,0.001,1e-05,800,800,True,5000,50,0.3,0,False,0.01,0.5,"[0.098, 0.0023]","[0.3103, 0]",220.0
tanh,100,False,0.0,20,2,2,100,BK,1,1,0.001,0.0,800,800,True,5000,50,0.3,0,False,0.5,0.5,"[0.0764, 0.0021]","[0.2759, 0]",170.0
tanh,100,False,0.0,20,2,2,100,BK,1,1,0.001,1e-05,800,800,True,5000,50,0.3,0,False,10.0,0.5,"[0.0663, 0.0019]","[0.3753, 0]",60.0
tanh,100,False,0.4,20,2,2,100,BK,1,1,0.001,0.0,800,800,True,5000,50,0.3,0,False,1.0,0.5,"[0.0794, 0.0021]","[0.4239, 0]",120.0
tanh,100,False,0.0,20,2,2,100,BK,1,1,0.0001,0.0,800,800,True,5000,50,0.3,0,False,1.0,0.5,"[0.0809, 0.0021]","[0.3638, 0]",280.0
tanh,100,False,0.0,20,2,2,100,BK,1,1,0.0001,0.0,800,800,True,5000,50,0.3,0,False,0.1,0.5,"[0.0821, 0.0021]","[0.2521, 0]",570.0
tanh,100,False,0.0,20,2,2,100,BK,1,1,0.0001,0.0,800,800,True,5000,50,0.3,0,False,0.001,0.5,"[0.0746, 0.0021]","[0.3632, 0]",140.0
tanh,100,False,0.0,20,2,2,100,BK,1,1,0.0001,0.0,800,800,True,5000,50,0.3,0,False,10.0,0.5,"[0.0748, 0.0021]","[0.4298, 0]",210.0
tanh,100,False,0.0,20,2,2,100,BK,1,1,0.0001,0.0,800,800,True,5000,50,0.3,0,False,0.01,0.5,"[0.0745, 0.002]","[0.3159, 0]",190.0
tanh,100,False,0.0,20,2,2,100,BK,1,1,0.0001,0.0,800,800,True,5000,50,0.3,0,False,0.5,0.5,"[0.0811, 0.0021]","[0.3562, 0]",260.0
tanh,100,False,0.0,20,2,2,100,BK,1,1,0.0001,1e-05,800,800,True,5000,50,0.3,0,False,0.01,0.5,"[0.0755, 0.0021]","[0.3442, 0]",160.0
tanh,100,False,0.4,20,2,2,100,BK,1,1,1e-05,0.0001,800,800,True,5000,50,0.3,0,False,0.001,0.5,"[0.0463, 0.0017]","[0.2872, 0]",150.0
tanh,100,False,0.0,20,2,2,100,BK,1,1,0.0001,0.0001,800,800,True,5000,50,0.3,0,False,1.0,0.5,"[0.0817, 0.0021]","[0.3848, 0]",240.0
tanh,100,False,0.0,20,2,2,100,BK,1,1,0.0001,0.0001,800,800,True,5000,50,0.3,0,False,0.1,0.5,"[0.0821, 0.0021]","[0.2563, 0]",530.0
tanh,100,False,0.0,20,2,2,100,BK,1,1,0.0001,0.0001,800,800,True,5000,50,0.3,0,False,0.001,0.5,"[0.0745, 0.002]","[0.3026, 0]",200.0
tanh,100,False,0.0,20,2,2,100,BK,1,1,0.0001,0.0001,800,800,True,5000,50,0.3,0,False,10.0,0.5,"[0.0736, 0.002]","[0.4201, 0]",240.0
tanh,100,False,0.0,20,2,2,100,BK,1,1,0.0001,0.0001,800,800,True,5000,50,0.3,0,False,0.01,0.5,"[0.0748, 0.002]","[0.2897, 0]",230.0
tanh,100,False,0.0,20,2,2,100,BK,1,1,0.0001,0.0001,800,800,True,5000,50,0.3,0,False,0.5,0.5,"[0.083, 0.0021]","[0.3476, 0]",270.0
tanh,100,False,0.0,20,2,2,100,BK,1,1,0.01,0.0,800,800,True,5000,50,0.3,0,False,1.0,0.5,"[0.0022, 0.0003]","[nan, 0]",50.0
tanh,100,False,0.4,20,2,2,100,BK,1,1,0.0001,1e-05,800,800,True,5000,50,0.3,0,False,0.01,0.5,"[0.096, 0.0023]","[0.3182, 0]",1260.0
tanh,100,False,0.0,20,2,2,100,BK,1,1,0.01,0.0,800,800,True,5000,50,0.3,0,False,0.001,0.5,"[0.0085, 0.0006]","[2.156, 0]",120.0
tanh,100,False,0.0,20,2,2,100,BK,1,1,0.01,0.0,800,800,True,5000,50,0.3,0,False,10.0,0.5,"[0.0123, 0.0007]","[79.2139, 0]",90.0
tanh,100,False,0.0,20,2,2,100,BK,1,1,0.01,0.0,800,800,True,5000,50,0.3,0,False,0.01,0.5,"[0.008, 0.0006]","[73.8663, 0]",90.0
tanh,100,False,0.0,20,2,2,100,BK,1,1,0.01,0.0,800,800,True,5000,50,0.3,0,False,0.5,0.5,"[0.0022, 0.0003]","[nan, 0]",50.0
tanh,100,False,0.0,20,2,2,100,BK,1,1,0.01,1e-05,800,800,True,5000,50,0.3,0,False,1.0,0.5,"[0.0087, 0.0006]","[46.0197, 0]",180.0
tanh,100,False,0.0,20,2,2,100,BK,1,1,0.01,1e-05,800,800,True,5000,50,0.3,0,False,0.1,0.5,"[0.0072, 0.0006]","[68.4909, 0]",50.0
tanh,100,False,0.0,20,2,2,100,BK,1,1,0.01,1e-05,800,800,True,5000,50,0.3,0,False,0.001,0.5,"[0.0044, 0.0004]","[693.8014, 0]",140.0
tanh,100,False,0.0,20,2,2,100,BK,1,1,0.01,1e-05,800,800,True,5000,50,0.3,0,False,10.0,0.5,"[0.0022, 0.0003]","[nan, 0]",50.0
tanh,100,False,0.0,20,2,2,100,BK,1,1,0.01,1e-05,800,800,True,5000,50,0.3,0,False,0.01,0.5,"[0.0066, 0.0005]","[22.7871, 0]",80.0
tanh,100,False,0.0,20,2,2,100,BK,1,1,0.01,1e-05,800,800,True,5000,50,0.3,0,False,0.5,0.5,"[0.0096, 0.0006]","[2.4916, 0]",150.0
tanh,100,False,0.0,20,2,2,100,BK,1,1,0.01,0.0001,800,800,True,5000,50,0.3,0,False,1.0,0.5,"[0.0097, 0.0006]","[51.5786, 0]",60.0
tanh,100,False,0.0,20,2,2,100,BK,1,1,0.01,0.0001,800,800,True,5000,50,0.3,0,False,0.1,0.5,"[0.0065, 0.0005]","[26.3045, 0]",60.0
tanh,100,False,0.0,20,2,2,100,BK,1,1,0.01,0.0001,800,800,True,5000,50,0.3,0,False,0.001,0.5,"[0.0117, 0.0007]","[110.0114, 0]",50.0
tanh,100,False,0.0,20,2,2,100,BK,1,1,0.01,0.0001,800,800,True,5000,50,0.3,0,False,10.0,0.5,"[0.0166, 0.0009]","[135.453, 0]",60.0
tanh,100,False,0.0,20,2,2,100,BK,1,1,0.01,0.0001,800,800,True,5000,50,0.3,0,False,0.01,0.5,"[0.0077, 0.0005]","[1.3951, 0]",90.0
tanh,100,False,0.0,20,2,2,100,BK,1,1,0.01,0.0001,800,800,True,5000,50,0.3,0,False,0.5,0.5,"[0.0069, 0.0005]","[35.4288, 0]",60.0
tanh,100,False,0.2,20,2,2,100,BK,1,1,1e-05,0.0,800,800,True,5000,50,0.3,0,False,1.0,0.5,"[0.0455, 0.0015]","[0.2899, 0]",170.0
tanh,100,False,0.0,20,2,2,100,BK,1,1,0.01,0.0,800,800,True,5000,50,0.3,0,False,0.1,0.5,"[0.0087, 0.0007]","[17.9589, 0]",180.0
tanh,100,False,0.2,20,2,2,100,BK,1,1,1e-05,0.0001,800,800,True,5000,50,0.3,0,False,0.5,0.5,"[0.0451, 0.0015]","[0.2541, 0]",140.0
tanh,100,False,0.2,20,2,2,100,BK,1,1,0.001,0.0,800,800,True,5000,50,0.3,0,False,1.0,0.5,"[0.0807, 0.0021]","[0.3624, 0]",130.0
tanh,100,False,0.2,20,2,2,100,BK,1,1,0.001,0.0,800,800,True,5000,50,0.3,0,False,0.1,0.5,"[0.0948, 0.0023]","[0.2979, 0]",240.0
tanh,100,False,0.2,20,2,2,100,BK,1,1,0.001,0.0,800,800,True,5000,50,0.3,0,False,0.001,0.5,"[0.102, 0.0023]","[0.2513, 0]",480.0
tanh,100,False,0.2,20,2,2,100,BK,1,1,0.001,0.0,800,800,True,5000,50,0.3,0,False,10.0,0.5,"[0.0723, 0.0021]","[0.4125, 0]",200.0
tanh,100,False,0.2,20,2,2,100,BK,1,1,0.001,0.0,800,800,True,5000,50,0.3,0,False,0.01,0.5,"[0.0987, 0.0023]","[0.2677, 0]",210.0
tanh,100,False,0.2,20,2,2,100,BK,1,1,0.001,0.0,800,800,True,5000,50,0.3,0,False,0.5,0.5,"[0.0841, 0.0022]","[0.3408, 0]",160.0
tanh,100,False,0.2,20,2,2,100,BK,1,1,0.001,1e-05,800,800,True,5000,50,0.3,0,False,1.0,0.5,"[0.0807, 0.0021]","[0.3877, 0]",70.0
tanh,100,False,0.2,20,2,2,100,BK,1,1,0.001,1e-05,800,800,True,5000,50,0.3,0,False,0.1,0.5,"[0.0931, 0.0022]","[0.2979, 0]",280.0
tanh,100,False,0.2,20,2,2,100,BK,1,1,0.001,1e-05,800,800,True,5000,50,0.3,0,False,0.001,0.5,"[0.1006, 0.0024]","[0.2519, 0]",390.0
tanh,100,False,0.2,20,2,2,100,BK,1,1,0.001,1e-05,800,800,True,5000,50,0.3,0,False,10.0,0.5,"[0.0741, 0.0021]","[0.4139, 0]",160.0
tanh,100,False,0.2,20,2,2,100,BK,1,1,0.001,1e-05,800,800,True,5000,50,0.3,0,False,0.01,0.5,"[0.0997, 0.0023]","[0.2634, 0]",390.0
tanh,100,False,0.2,20,2,2,100,BK,1,1,0.001,1e-05,800,800,True,5000,50,0.3,0,False,0.5,0.5,"[0.0819, 0.0021]","[0.358, 0]",70.0
tanh,100,False,0.2,20,2,2,100,BK,1,1,0.001,0.0001,800,800,True,5000,50,0.3,0,False,1.0,0.5,"[0.0791, 0.0021]","[0.3953, 0]",50.0
tanh,100,False,0.2,20,2,2,100,BK,1,1,0.001,0.0001,800,800,True,5000,50,0.3,0,False,0.1,0.5,"[0.0935, 0.0022]","[0.2957, 0]",240.0
tanh,100,False,0.2,20,2,2,100,BK,1,1,0.001,0.0001,800,800,True,5000,50,0.3,0,False,0.001,0.5,"[0.0982, 0.0023]","[0.2518, 0]",230.0
tanh,100,False,0.2,20,2,2,100,BK,1,1,0.001,0.0001,800,800,True,5000,50,0.3,0,False,10.0,0.5,"[0.0714, 0.002]","[0.4219, 0]",80.0
tanh,100,False,0.2,20,2,2,100,BK,1,1,0.001,0.0001,800,800,True,5000,50,0.3,0,False,0.01,0.5,"[0.0978, 0.0023]","[0.2701, 0]",190.0
tanh,100,False,0.2,20,2,2,100,BK,1,1,0.001,0.0001,800,800,True,5000,50,0.3,0,False,0.5,0.5,"[0.0837, 0.0021]","[0.3864, 0]",70.0
tanh,100,False,0.2,20,2,2,100,BK,1,1,0.0001,0.0,800,800,True,5000,50,0.3,0,False,1.0,0.5,"[0.0826, 0.0022]","[0.4262, 0]",280.0
