act,hidden_dim,sparse_normalization,dropout_ratio,learning_rate,weight_decay,batch_size,test_batch_size,early_stop,num_epochs,patience,anneal_cap,total_anneal_steps,weighted_recon,NDCG,RMSE,best_epoch
tanh,150,False,0.4,0.001,0.0001,800,800,True,5000,100,0.5,0,0.5,"[0.1966, 0.0017]","[0.4139, 0]",220.0
tanh,100,False,0.8,0.001,0.0,800,800,True,5000,100,0.3,0,0.2,"[0.0858, 0.0015]","[0.5361, 0]",300.0
tanh,150,False,0.4,1e-05,1e-05,800,800,True,5000,100,0.5,0,0.1,"[0.103, 0.0011]","[0.6854, 0]",50.0
tanh,150,False,0.4,1e-05,1e-05,800,800,True,5000,100,0.5,0,0.8,"[0.1843, 0.0017]","[0.3942, 0]",550.0
tanh,150,False,0.4,1e-05,1e-05,800,800,True,5000,100,0.5,0,1.0,"[0.1881, 0.0017]","[0.3687, 0]",610.0
tanh,150,False,0.4,1e-05,1e-05,800,800,True,5000,100,0.5,0,0.2,"[0.1584, 0.0018]","[0.5297, 0]",760.0
tanh,150,False,0.4,1e-05,1e-05,800,800,True,5000,100,0.5,0,0.5,"[0.1749, 0.0017]","[0.4369, 0]",520.0
tanh,150,False,0.4,1e-05,0.0,800,800,True,5000,100,0.5,0,0.3,"[0.1636, 0.0018]","[0.4911, 0]",500.0
tanh,150,False,0.4,1e-05,0.0,800,800,True,5000,100,0.5,0,0.1,"[0.0994, 0.0011]","[0.6871, 0]",50.0
tanh,150,False,0.4,1e-05,0.0,800,800,True,5000,100,0.5,0,0.8,"[0.1843, 0.0017]","[0.391, 0]",580.0
tanh,100,False,0.8,0.001,1e-05,800,800,True,5000,100,0.3,0,0.1,"[0.0723, 0.0014]","[0.6241, 0]",90.0
tanh,150,False,0.4,1e-05,0.0,800,800,True,5000,100,0.5,0,0.2,"[0.1571, 0.0018]","[0.5326, 0]",680.0
tanh,150,False,0.4,1e-05,0.0,800,800,True,5000,100,0.5,0,0.5,"[0.1727, 0.0017]","[0.4357, 0]",490.0
tanh,150,False,0.4,1e-05,0.0001,800,800,True,5000,100,0.5,0,0.3,"[0.1646, 0.0018]","[0.4905, 0]",580.0
tanh,150,False,0.4,1e-05,0.0001,800,800,True,5000,100,0.5,0,0.1,"[0.1031, 0.0011]","[0.6914, 0]",50.0
tanh,150,False,0.4,1e-05,0.0001,800,800,True,5000,100,0.5,0,0.8,"[0.1832, 0.0017]","[0.3884, 0]",630.0
tanh,150,False,0.4,1e-05,0.0001,800,800,True,5000,100,0.5,0,1.0,"[0.1865, 0.0017]","[0.373, 0]",390.0
tanh,150,False,0.4,1e-05,0.0001,800,800,True,5000,100,0.5,0,0.2,"[0.1588, 0.0018]","[0.5335, 0]",690.0
tanh,150,False,0.4,1e-05,0.0001,800,800,True,5000,100,0.5,0,0.5,"[0.1739, 0.0017]","[0.4379, 0]",480.0
tanh,150,False,0.4,0.01,1e-05,800,800,True,5000,100,0.5,0,0.3,"[0.004, 0.0002]","[2713.8479, 0]",50.0
tanh,150,False,0.4,0.01,1e-05,800,800,True,5000,100,0.5,0,0.1,"[0.0184, 0.0004]","[1097.1646, 0]",120.0
tanh,150,False,0.4,0.01,1e-05,800,800,True,5000,100,0.5,0,0.8,"[0.0004, 0.0001]","[nan, 0]",50.0
tanh,150,False,0.4,0.01,1e-05,800,800,True,5000,100,0.5,0,1.0,"[0.0105, 0.0003]","[1906.7087, 0]",160.0
tanh,150,False,0.4,0.01,1e-05,800,800,True,5000,100,0.5,0,0.2,"[0.0019, 0.0001]","[21.823, 0]",240.0
tanh,100,False,0.8,0.01,0.0,800,800,True,5000,100,0.3,0,0.3,"[0.0055, 0.0002]","[100.1391, 0]",70.0
tanh,150,False,0.4,0.01,0.0,800,800,True,5000,100,0.5,0,0.3,"[0.0114, 0.0003]","[21823.0633, 0]",70.0
tanh,150,False,0.4,0.01,0.0,800,800,True,5000,100,0.5,0,0.1,"[0.0058, 0.0003]","[67.6051, 0]",60.0
tanh,150,False,0.4,0.01,0.0,800,800,True,5000,100,0.5,0,0.8,"[0.0561, 0.0008]","[562.8643, 0]",140.0
tanh,150,False,0.4,0.01,0.0,800,800,True,5000,100,0.5,0,1.0,"[0.0044, 0.0002]","[62.1718, 0]",60.0
tanh,150,False,0.4,0.01,0.0,800,800,True,5000,100,0.5,0,0.2,"[0.0004, 0.0001]","[nan, 0]",50.0
tanh,150,False,0.4,0.01,0.0,800,800,True,5000,100,0.5,0,0.5,"[0.0031, 0.0001]","[1260.5941, 0]",120.0
tanh,150,False,0.4,0.01,0.0001,800,800,True,5000,100,0.5,0,0.3,"[0.0231, 0.0004]","[480.4262, 0]",120.0
tanh,100,False,0.8,0.01,0.0001,800,800,True,5000,100,0.3,0,0.8,"[0.0031, 0.0001]","[201.7869, 0]",110.0
tanh,150,False,0.4,0.01,0.0001,800,800,True,5000,100,0.5,0,0.8,"[0.0004, 0.0001]","[nan, 0]",50.0
tanh,150,False,0.4,0.01,0.0001,800,800,True,5000,100,0.5,0,1.0,"[0.0004, 0.0001]","[nan, 0]",50.0
tanh,100,False,0.8,0.01,0.0001,800,800,True,5000,100,0.3,0,1.0,"[0.0057, 0.0003]","[262.4862, 0]",60.0
