act,hidden_dim,sparse_normalization,dropout_ratio,learning_rate,weight_decay,batch_size,test_batch_size,early_stop,num_epochs,patience,anneal_cap,total_anneal_steps,weighted_recon,NDCG,RMSE,best_epoch
relu,50,False,0.8,0.0001,0.0001,800,800,True,5000,100,0.3,0,1.0,"[0.1662, 0.0016]","[1.1407, 0]",50.0
relu,50,False,0.8,0.0001,0.0001,800,800,True,5000,100,0.3,0,0.3,"[0.1549, 0.0017]","[1.0483, 0]",80.0
relu,50,False,0.8,0.0001,0.0001,800,800,True,5000,100,0.3,0,0.1,"[0.1482, 0.0019]","[1.0889, 0]",150.0
relu,50,False,0.8,0.0001,0.0001,800,800,True,5000,100,0.3,0,0.2,"[0.1465, 0.0015]","[1.5335, 0]",50.0
relu,50,False,0.8,0.0001,1e-05,800,800,True,5000,100,0.3,0,0.5,"[0.1584, 0.0016]","[1.1672, 0]",60.0
relu,200,False,0.8,0.01,1e-05,800,800,True,5000,100,0.5,0,0.5,"[0.1574, 0.0016]","[0.4696, 0]",100.0
relu,50,False,0.8,0.0001,1e-05,800,800,True,5000,100,0.3,0,1.0,"[0.1686, 0.0016]","[1.116, 0]",50.0
relu,50,False,0.8,0.0001,1e-05,800,800,True,5000,100,0.3,0,0.3,"[0.1499, 0.0015]","[1.4242, 0]",50.0
relu,50,False,0.8,0.0001,1e-05,800,800,True,5000,100,0.3,0,0.1,"[0.1469, 0.0019]","[1.0436, 0]",130.0
relu,50,False,0.8,0.0001,1e-05,800,800,True,5000,100,0.3,0,0.2,"[0.147, 0.0016]","[1.1918, 0]",70.0
relu,50,False,0.8,1e-05,0.0,800,800,True,5000,100,0.3,0,0.5,"[0.1696, 0.0017]","[1.1224, 0]",580.0
relu,50,False,0.8,1e-05,0.0,800,800,True,5000,100,0.3,0,0.8,"[0.171, 0.0016]","[1.1881, 0]",490.0
tanh,150,False,0.2,0.001,0.0,800,800,True,5000,100,0.5,0,0.3,"[0.185, 0.0018]","[0.4017, 0]",210.0
tanh,150,False,0.2,0.001,0.0,800,800,True,5000,100,0.5,0,0.8,"[0.2012, 0.0017]","[0.3589, 0]",80.0
tanh,150,False,0.2,0.001,0.0,800,800,True,5000,100,0.5,0,0.1,"[0.1661, 0.0017]","[0.5884, 0]",160.0
tanh,150,False,0.2,0.001,0.0,800,800,True,5000,100,0.5,0,0.2,"[0.1731, 0.0018]","[0.4456, 0]",210.0
tanh,150,False,0.2,0.001,0.0,800,800,True,5000,100,0.5,0,0.5,"[0.1962, 0.0017]","[0.3915, 0]",130.0
tanh,150,False,0.2,0.001,0.0,800,800,True,5000,100,0.5,0,1.0,"[0.2032, 0.0016]","[0.3084, 0]",180.0
tanh,150,False,0.2,0.001,0.0001,800,800,True,5000,100,0.5,0,0.3,"[0.1841, 0.0017]","[0.4158, 0]",250.0
tanh,150,False,0.2,0.001,0.0001,800,800,True,5000,100,0.5,0,0.8,"[0.2014, 0.0017]","[0.3125, 0]",210.0
tanh,150,False,0.2,0.001,0.0001,800,800,True,5000,100,0.5,0,0.1,"[0.1613, 0.0017]","[0.583, 0]",90.0
tanh,150,False,0.2,0.001,0.0001,800,800,True,5000,100,0.5,0,0.2,"[0.1775, 0.0017]","[0.5141, 0]",130.0
tanh,200,False,0.2,0.001,1e-05,800,800,True,5000,100,0.5,0,0.3,"[0.1819, 0.0016]","[0.4751, 0]",100.0
tanh,200,False,0.2,0.001,1e-05,800,800,True,5000,100,0.5,0,1.0,"[0.2034, 0.0017]","[0.3633, 0]",110.0
tanh,150,False,0.2,0.001,1e-05,800,800,True,5000,100,0.5,0,0.3,"[0.1831, 0.0017]","[0.4703, 0]",70.0
tanh,200,False,0.2,0.001,0.0001,800,800,True,5000,100,0.5,0,0.1,"[0.1628, 0.0018]","[0.5669, 0]",340.0
tanh,150,False,0.2,0.001,1e-05,800,800,True,5000,100,0.5,0,0.1,"[0.1602, 0.0017]","[0.5849, 0]",120.0
tanh,150,False,0.2,0.001,1e-05,800,800,True,5000,100,0.5,0,0.2,"[0.1826, 0.0017]","[0.4419, 0]",120.0
tanh,150,False,0.2,0.001,1e-05,800,800,True,5000,100,0.5,0,0.5,"[0.1963, 0.0016]","[0.4319, 0]",140.0
tanh,150,False,0.2,0.001,1e-05,800,800,True,5000,100,0.5,0,1.0,"[0.208, 0.0016]","[0.3151, 0]",280.0
tanh,150,False,0.2,0.01,0.0,800,800,True,5000,100,0.5,0,0.3,"[0.0047, 0.0002]","[747.4549, 0]",120.0
tanh,150,False,0.2,0.01,0.0,800,800,True,5000,100,0.5,0,0.8,"[0.1359, 0.0015]","[0.4183, 0]",60.0
tanh,150,False,0.2,0.01,0.0,800,800,True,5000,100,0.5,0,0.1,"[0.0063, 0.0002]","[6460.0622, 0]",50.0
tanh,150,False,0.2,0.01,0.0,800,800,True,5000,100,0.5,0,0.2,"[0.0135, 0.0003]","[1704.4378, 0]",50.0
tanh,150,False,0.2,0.01,0.0,800,800,True,5000,100,0.5,0,0.5,"[0.012, 0.0004]","[358.4955, 0]",50.0
tanh,150,False,0.2,0.01,0.0,800,800,True,5000,100,0.5,0,1.0,"[0.0145, 0.0003]","[643.3843, 0]",50.0
tanh,150,False,0.2,0.01,0.0001,800,800,True,5000,100,0.5,0,0.3,"[0.0004, 0.0001]","[nan, 0]",50.0
tanh,200,False,0.2,0.0001,1e-05,800,800,True,5000,100,0.5,0,0.1,"[0.1611, 0.0018]","[0.5465, 0]",130.0
tanh,200,False,0.2,0.0001,1e-05,800,800,True,5000,100,0.5,0,0.2,"[0.1743, 0.0018]","[0.5007, 0]",160.0
tanh,150,False,0.2,0.01,0.0001,800,800,True,5000,100,0.5,0,0.2,"[0.0004, 0.0001]","[nan, 0]",50.0
tanh,150,False,0.2,0.01,0.0001,800,800,True,5000,100,0.5,0,0.5,"[0.0004, 0.0001]","[nan, 0]",50.0
tanh,150,False,0.2,0.01,0.0001,800,800,True,5000,100,0.5,0,1.0,"[0.0004, 0.0001]","[nan, 0]",50.0
tanh,150,False,0.2,0.01,1e-05,800,800,True,5000,100,0.5,0,0.3,"[0.0115, 0.0003]","[1738.8422, 0]",50.0
tanh,150,False,0.2,0.01,1e-05,800,800,True,5000,100,0.5,0,0.8,"[0.0004, 0.0001]","[nan, 0]",50.0
tanh,150,False,0.2,0.01,1e-05,800,800,True,5000,100,0.5,0,0.1,"[0.0004, 0.0001]","[nan, 0]",50.0
tanh,200,False,0.2,0.0001,0.0001,800,800,True,5000,100,0.5,0,0.8,"[0.1986, 0.0017]","[0.3449, 0]",260.0
